X,Y,Z,Speed
-11.392376699970486,49.25245162233736,33.880099350985894,282.56045237714915
38.24428349919614,24.155482519176246,0.3816509840822586,53.616030600186185
51.44112269835595,34.01236163205422,21.96696327260488,265.97268619379787
48.89119200069388,52.86359982469793,8.269469602019061,3.2632551902287577
118.87499005671613,64.46493741586428,49.0722819894322,299.90071715622645
2.449090834877435,12.20448505527676,17.362469011833856,31.951151367982416
38.898526438076395,31.498554170168006,26.12408113974061,155.51667561839497
3.7473668219109832,104.18376139944627,44.22017267805245,286.46816412544183
16.051757939534877,102.67935898800488,26.70663643506036,122.43508275381473
24.35014810676213,0.6104427241280526,47.78720566543763,169.00419084000129
